,batting_team,bowling_team,wicket_fallen,score,target,runs_prev_5,wick_prev_5,balls_left,venue,req
48998,KXIP,RCB,3,162,174,63.0,2.0,18,M Chinnaswamy Stadium,12
16377,MI,HDC,8,125,145,26.0,4.0,1,Others,20
49267,RCB,SRH,2,48,161,32.0,2.0,77,M Chinnaswamy Stadium,113
78092,SRH,RCB,1,56,222,53.0,1.0,84,M Chinnaswamy Stadium,166
12546,RR,MI,5,127,145,44.0,0.0,7,Sawai Mansingh Stadium,18
16634,DC,MI,0,42,116,22.0,0.0,71,Others,74
60833,KKR,KXIP,0,2,155,38.45717232572607,1.3591565436626174,119,Maharashtra Cricket Association Stadium,153
45030,CSK,RCB,0,4,165,38.45717232572607,1.3591565436626174,110,"MA Chidambaram Stadium, Chepauk",161
12188,HDC,RCB,0,2,156,38.45717232572607,1.3591565436626174,117,M Chinnaswamy Stadium,154
74010,KKR,RR,3,126,165,35.0,1.0,27,Sawai Mansingh Stadium,39
75081,KXIP,SRH,0,2,140,38.45717232572607,1.3591565436626174,113,"Rajiv Gandhi International Stadium, Uppal",138
78452,KKR,SRH,1,65,183,59.0,1.0,88,"Rajiv Gandhi International Stadium, Uppal",118
78512,KKR,SRH,2,139,183,44.0,1.0,28,"Rajiv Gandhi International Stadium, Uppal",44
82372,RR,MI,0,24,191,38.45717232572607,1.3591565436626174,104,Wankhede Stadium,167
77281,RR,CSK,4,141,188,35.0,1.0,18,Sawai Mansingh Stadium,47
48189,PWI,CSK,6,77,164,23.0,1.0,45,Subrata Roy Sahara Stadium,87
58186,RR,KXIP,1,44,179,38.0,1.0,84,"Punjab Cricket Association Stadium, Mohali",135
38553,PWI,HDC,1,43,177,41.0,1.0,89,Subrata Roy Sahara Stadium,134
9656,CSK,DC,0,54,187,46.0,0.0,87,Feroz Shah Kotla,133
15657,DC,CSK,4,128,163,48.0,1.0,23,Others,35
12774,DC,RR,9,82,192,24.0,4.0,28,Wankhede Stadium,110
64098,DC,SRH,4,142,163,56.0,0.0,12,Others,21
85512,RCB,SRH,3,126,179,51.0,0.0,37,M Chinnaswamy Stadium,53
29473,HDC,MI,1,15,172,38.45717232572607,1.3591565436626174,108,"Rajiv Gandhi International Stadium, Uppal",157
6590,RCB,KKR,2,10,222,38.45717232572607,1.3591565436626174,105,M Chinnaswamy Stadium,212
34672,RCB,CSK,6,89,205,31.0,3.0,47,"MA Chidambaram Stadium, Chepauk",116
43656,PWI,SRH,0,16,126,38.45717232572607,1.3591565436626174,92,"Rajiv Gandhi International Stadium, Uppal",110
13429,KKR,KXIP,0,0,158,38.45717232572607,1.3591565436626174,119,Others,158
45270,RR,KXIP,0,5,124,38.45717232572607,1.3591565436626174,118,Sawai Mansingh Stadium,119
19786,RR,MI,4,138,212,71.0,0.0,36,Others,74
70716,SRH,KXIP,0,61,179,45.0,0.0,77,"Punjab Cricket Association Stadium, Mohali",118
13724,CSK,DC,5,164,189,32.0,2.0,15,Others,25
85269,KKR,KXIP,1,92,186,52.0,1.0,65,Others,94
26959,MI,DC,1,21,95,38.45717232572607,1.3591565436626174,93,Feroz Shah Kotla,74
85076,DC,CSK,8,89,186,15.0,4.0,38,Others,97
2029,KKR,DC,3,127,168,48.0,0.0,34,Feroz Shah Kotla,41
74067,SRH,KXIP,3,42,201,39.0,2.0,85,"Punjab Cricket Association Stadium, Mohali",159
19884,DC,KXIP,3,61,142,32.0,1.0,62,"Punjab Cricket Association Stadium, Mohali",81
80925,RR,RCB,2,123,164,40.0,1.0,35,Sawai Mansingh Stadium,41
40253,MI,CSK,1,38,173,38.45717232572607,1.3591565436626174,90,Wankhede Stadium,135
12249,HDC,RCB,2,68,156,37.0,0.0,58,M Chinnaswamy Stadium,88
55431,KKR,DC,1,108,160,41.0,1.0,47,Feroz Shah Kotla,52
83256,DC,MI,4,71,174,16.0,3.0,47,Feroz Shah Kotla,103
62504,KKR,CSK,7,101,134,24.0,3.0,17,"MA Chidambaram Stadium, Chepauk",33
76832,RCB,SRH,5,146,155,42.0,0.0,1,"Rajiv Gandhi International Stadium, Uppal",9
5894,KKR,MI,1,18,173,38.45717232572607,1.3591565436626174,105,Eden Gardens,155
64009,DC,SRH,1,17,163,38.45717232572607,1.3591565436626174,100,Others,146
871,KXIP,RCB,2,98,148,41.0,2.0,59,Others,50
64619,RCB,KXIP,2,61,106,51.0,2.0,84,"Punjab Cricket Association Stadium, Mohali",45
49403,RR,DC,0,85,154,34.0,0.0,54,Sawai Mansingh Stadium,69
79870,KXIP,KKR,1,14,223,38.45717232572607,1.3591565436626174,107,Eden Gardens,209
26726,RR,HDC,0,30,137,20.0,0.0,88,"Rajiv Gandhi International Stadium, Uppal",107
26030,KKR,MI,0,30,133,38.45717232572607,1.3591565436626174,95,Eden Gardens,103
8970,KKR,KXIP,0,10,178,38.45717232572607,1.3591565436626174,115,"Punjab Cricket Association Stadium, Mohali",168
60860,KKR,KXIP,2,34,155,38.45717232572607,1.3591565436626174,92,Maharashtra Cricket Association Stadium,121
39990,PWI,KKR,1,21,150,38.45717232572607,1.3591565436626174,102,Eden Gardens,129
11086,RCB,RR,3,18,197,38.45717232572607,1.3591565436626174,89,Sawai Mansingh Stadium,179
64905,CSK,KXIP,3,112,130,33.0,1.0,27,"Punjab Cricket Association Stadium, Mohali",18
313,KKR,GL,0,131,183,52.0,0.0,53,Others,52
48273,SRH,MI,1,41,129,31.0,1.0,82,"Rajiv Gandhi International Stadium, Uppal",88
43853,DC,RR,2,146,165,47.0,0.0,15,Feroz Shah Kotla,19
15187,RR,CSK,9,126,164,32.0,5.0,3,Others,38
65568,CSK,MI,1,77,202,42.0,0.0,55,Eden Gardens,125
19359,RCB,CSK,2,38,146,38.45717232572607,1.3591565436626174,97,Others,108
14912,MI,KXIP,4,81,119,34.0,0.0,33,Others,38
44343,DC,MI,2,31,209,38.45717232572607,1.3591565436626174,95,Wankhede Stadium,178
54974,RCB,SRH,5,123,155,49.0,1.0,15,M Chinnaswamy Stadium,32
58299,CSK,RCB,1,57,154,38.45717232572607,1.3591565436626174,94,M Chinnaswamy Stadium,97
65490,CSK,RCB,4,131,139,49.0,1.0,11,Others,8
